finyear,lgdstatecode,statename,lgddistrictcode,districtname,schemecode,totalbeneficiaries,totalmale,totalfemale,totaltransgender,totalsc,totalst,totalgen,totalobc,totalaadhaar,totalmobilenumber
2025-2026,36,TELANGANA,518,RANGAREDDI,IGNOAPS,22194,13294,8900,0,4025,1056,2285,14828,21496,19096
2025-2026,36,TELANGANA,518,RANGAREDDI,IGNWPS,10099,0,10099,0,2204,585,695,6615,9929,9002
2025-2026,36,TELANGANA,522,WARANGAL,IGNDPS,2105,1397,708,0,430,212,139,1324,1743,1940
2025-2026,36,TELANGANA,522,WARANGAL,IGNOAPS,22173,13825,8348,0,4019,2272,1047,14835,19438,20186
2025-2026,36,TELANGANA,522,WARANGAL,IGNWPS,4960,0,4960,0,779,591,148,3442,4830,4497
2025-2026,36,TELANGANA,680,NIRMAL,IGNDPS,657,382,275,0,123,66,58,410,603,624
2025-2026,36,TELANGANA,680,NIRMAL,IGNOAPS,16439,9475,6964,0,2944,1799,1201,10495,13725,15303
2025-2026,36,TELANGANA,680,NIRMAL,IGNWPS,5878,0,5878,0,1036,1124,440,3278,5712,5236
2025-2026,36,TELANGANA,681,JAGITIAL,IGNDPS,103,65,38,0,31,4,0,68,103,95
2025-2026,36,TELANGANA,681,JAGITIAL,IGNOAPS,9491,4658,4833,0,1899,282,314,6996,8792,8530
2025-2026,36,TELANGANA,681,JAGITIAL,IGNWPS,5733,0,5733,0,1147,266,478,3842,4979,5523
2025-2026,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,27,33,0,8,2,0,50,60,59
2025-2026,36,TELANGANA,682,PEDDAPALLI,IGNOAPS,7672,3824,3848,0,1703,162,277,5530,6673,6697
2025-2026,36,TELANGANA,682,PEDDAPALLI,IGNWPS,1824,0,1824,0,412,46,119,1247,1824,1711
2025-2026,36,TELANGANA,683,RAJANNA SIRCILLA,IGNDPS,42,28,14,0,19,6,0,17,42,24
2025-2026,36,TELANGANA,683,RAJANNA SIRCILLA,IGNOAPS,5606,3154,2452,0,1307,191,294,3814,4995,5417
2025-2026,36,TELANGANA,683,RAJANNA SIRCILLA,IGNWPS,1562,0,1562,0,415,52,156,939,1539,1518
2025-2026,36,TELANGANA,684,MANCHERIAL,IGNDPS,724,452,272,0,203,56,58,407,657,625
2025-2026,36,TELANGANA,684,MANCHERIAL,IGNOAPS,16330,9960,6370,0,3883,1435,757,10255,14154,13556
2025-2026,36,TELANGANA,684,MANCHERIAL,IGNWPS,6492,0,6492,0,1620,1471,253,3148,6305,5325
2025-2026,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,530,38,0,107,40,0,421,568,554
2025-2026,36,TELANGANA,685,KAMAREDDY,IGNOAPS,24532,14183,10349,0,4387,2201,1651,16293,21852,23520
2025-2026,36,TELANGANA,685,KAMAREDDY,IGNWPS,8641,0,8641,0,2151,1410,481,4599,8089,8211
2025-2026,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,30,3,0,9,0,0,24,33,30
2025-2026,36,TELANGANA,686,HANUMAKONDA,IGNOAPS,448,252,196,0,137,4,7,300,448,372
2025-2026,36,TELANGANA,686,HANUMAKONDA,IGNWPS,152,0,152,0,53,1,0,98,152,126
2025-2026,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNDPS,163,135,28,0,33,1,0,129,163,147
2025-2026,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNOAPS,6669,4167,2502,0,1395,347,416,4511,5485,5892
2025-2026,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNWPS,4018,0,4018,0,848,244,215,2711,3138,3795
2025-2026,36,TELANGANA,688,MAHABUBABAD,IGNDPS,334,265,69,0,44,111,0,179,332,307
2025-2026,36,TELANGANA,688,MAHABUBABAD,IGNOAPS,14290,9646,4642,2,2010,5277,667,6336,11712,12977
2025-2026,36,TELANGANA,688,MAHABUBABAD,IGNWPS,3207,0,3207,0,786,1782,2,637,2770,2520
2025-2026,36,TELANGANA,689,JANGOAN,IGNDPS,269,222,47,0,82,2,0,185,269,253
2025-2026,36,TELANGANA,689,JANGOAN,IGNOAPS,12835,8357,4478,0,2441,1749,534,8111,9745,12415
2025-2026,36,TELANGANA,689,JANGOAN,IGNWPS,8414,0,8414,0,1610,875,561,5368,5768,8317
2025-2026,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNDPS,713,431,282,0,89,217,0,407,713,624
2025-2026,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNOAPS,11761,6447,5303,11,1606,3806,305,6044,11354,9421
2025-2026,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNWPS,4939,0,4939,0,579,1776,21,2563,4869,4254
2025-2026,36,TELANGANA,691,SANGAREDDY,IGNDPS,823,504,319,0,184,21,0,618,823,762
2025-2026,36,TELANGANA,691,SANGAREDDY,IGNOAPS,25882,15474,10408,0,5755,1489,1365,17273,22181,22729
2025-2026,36,TELANGANA,691,SANGAREDDY,IGNWPS,9458,0,9458,0,2316,329,634,6179,9411,8548
2025-2026,36,TELANGANA,692,SIDDIPET,IGNDPS,545,321,224,0,126,5,0,414,544,520
2025-2026,36,TELANGANA,692,SIDDIPET,IGNOAPS,17915,11550,6365,0,3463,218,1064,13170,15969,15721
2025-2026,36,TELANGANA,692,SIDDIPET,IGNWPS,6158,0,6158,0,1383,78,444,4253,6145,5606
2025-2026,36,TELANGANA,693,WANAPARTHY,IGNDPS,549,300,249,0,86,24,23,416,522,438
2025-2026,36,TELANGANA,693,WANAPARTHY,IGNOAPS,12851,8750,4101,0,2309,880,857,8805,11616,10260
2025-2026,36,TELANGANA,693,WANAPARTHY,IGNWPS,3641,0,3641,0,606,426,213,2396,3613,2992
2025-2026,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,635,445,0,229,128,58,665,1042,995
2025-2026,36,TELANGANA,694,NAGARKURNOOL,IGNOAPS,23181,15943,7238,0,5493,2824,1342,13522,21182,21014
2025-2026,36,TELANGANA,694,NAGARKURNOOL,IGNWPS,7733,0,7733,0,1703,1571,415,4044,7499,6963
2025-2026,36,TELANGANA,695,JOGULAMBA GADWAL,IGNDPS,793,476,317,0,174,11,24,584,755,545
2025-2026,36,TELANGANA,695,JOGULAMBA GADWAL,IGNOAPS,11407,6862,4545,0,2531,191,578,8107,9529,8706
2025-2026,36,TELANGANA,695,JOGULAMBA GADWAL,IGNWPS,8087,0,8087,0,1663,200,366,5858,6745,5638
2025-2026,36,TELANGANA,696,SURYAPET,IGNDPS,1551,982,569,0,347,192,94,918,1551,1405
2025-2026,36,TELANGANA,696,SURYAPET,IGNOAPS,23235,15848,7387,0,4579,2965,1394,14297,21943,17734
2025-2026,36,TELANGANA,696,SURYAPET,IGNWPS,7095,0,7095,0,1645,727,505,4218,7030,5714
2025-2026,36,TELANGANA,697,YADADRI,IGNDPS,910,581,329,0,192,28,44,646,909,875
2025-2026,36,TELANGANA,697,YADADRI,IGNOAPS,17241,10912,6329,0,3839,1058,942,11402,16468,15721
2025-2026,36,TELANGANA,697,YADADRI,IGNWPS,5540,0,5540,0,1121,360,335,3724,5480,5303
2025-2026,36,TELANGANA,698,VIKARABAD,IGNDPS,578,533,45,0,118,57,15,388,563,557
2025-2026,36,TELANGANA,698,VIKARABAD,IGNOAPS,13832,8756,5076,0,3333,1333,1304,7862,13175,13525
2025-2026,36,TELANGANA,698,VIKARABAD,IGNWPS,5936,0,5936,0,1508,645,414,3369,5745,5682
2025-2026,36,TELANGANA,699,KOMARAM BHEEM ASIFABAD,IGNDPS,579,349,230,0,119,189,28,243,507,527
2025-2026,36,TELANGANA,699,KOMARAM BHEEM ASIFABAD,IGNOAPS,8306,4821,3485,0,1480,2430,369,4027,6834,7383
2025-2026,36,TELANGANA,699,KOMARAM BHEEM ASIFABAD,IGNWPS,5655,0,5655,0,1146,2548,169,1792,5145,4494
2025-2026,36,TELANGANA,700,MEDCHAL,IGNDPS,348,249,99,0,74,2,39,233,342,340
2025-2026,36,TELANGANA,700,MEDCHAL,IGNOAPS,13295,6730,6565,0,1767,295,1576,9657,12992,11917
2025-2026,36,TELANGANA,700,MEDCHAL,IGNWPS,4103,0,4103,0,811,251,406,2635,3904,3768
2025-2026,36,TELANGANA,720,MULUGU,IGNDPS,196,157,39,0,37,40,0,119,196,157
2025-2026,36,TELANGANA,720,MULUGU,IGNOAPS,3435,1988,1447,0,553,897,186,1799,2815,2782
2025-2026,36,TELANGANA,720,MULUGU,IGNWPS,822,0,822,0,82,386,1,353,822,556
2025-2026,36,TELANGANA,721,NARAYANPET,IGNDPS,459,284,175,0,64,25,13,357,433,435
2025-2026,36,TELANGANA,721,NARAYANPET,IGNOAPS,10116,6069,4047,0,1949,565,556,7046,8813,9344
2025-2026,36,TELANGANA,721,NARAYANPET,IGNWPS,3187,0,3187,0,687,124,122,2254,3063,2984
2025-2026,37,LADAKH,6,KARGIL,IGNDPS,101,67,34,0,0,94,7,0,25,1
2025-2026,37,LADAKH,6,KARGIL,IGNOAPS,4331,2445,1886,0,0,3942,389,0,1980,241
2025-2026,37,LADAKH,6,KARGIL,IGNWPS,251,0,251,0,0,221,30,0,105,7
2025-2026,37,LADAKH,9,LEH LADAKH,IGNDPS,121,74,47,0,0,121,0,0,102,19
2025-2026,37,LADAKH,9,LEH LADAKH,IGNOAPS,2102,1032,1070,0,3,2085,13,1,1899,344
2025-2026,37,LADAKH,9,LEH LADAKH,IGNWPS,193,0,193,0,0,192,1,0,170,31
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNDPS,301,187,114,0,24,27,163,87,61,221
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNOAPS,3322,1607,1715,0,263,580,880,1599,1147,1793
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNWPS,1640,0,1640,0,114,233,678,615,669,893
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNDPS,173,123,50,0,25,0,13,135,38,1
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNOAPS,1051,407,644,0,33,7,88,923,251,1
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNWPS,1291,0,1291,0,56,4,88,1143,274,1
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNDPS,43,26,17,0,0,43,0,0,0,0
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNOAPS,9646,4175,5471,0,529,8683,5,429,34,2
2025-2026,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNWPS,1979,0,1979,0,23,1886,0,70,0,0
2025-2026,4,CHANDIGARH,44,CHANDIGARH,IGNDPS,101,69,32,0,1,0,100,0,101,101
2025-2026,4,CHANDIGARH,44,CHANDIGARH,IGNOAPS,2378,1091,1287,0,0,0,2378,0,2378,2377
2025-2026,4,CHANDIGARH,44,CHANDIGARH,IGNWPS,2486,0,2486,0,0,0,2486,0,2486,2486
2025-2026,5,UTTARAKHAND,45,ALMORA,IGNOAPS,24432,10979,13453,0,6969,11,17146,306,13269,8284
2025-2026,5,UTTARAKHAND,45,ALMORA,IGNWPS,934,0,934,0,336,1,589,8,482,356
2025-2026,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,4106,4075,0,2962,9,4925,285,4312,3069
2025-2026,5,UTTARAKHAND,46,BAGESHWAR,IGNWPS,813,0,813,0,279,0,508,26,385,416
2025-2026,5,UTTARAKHAND,47,CHAMOLI,IGNOAPS,11359,6282,5077,0,2764,361,8157,77,4060,2074
2025-2026,5,UTTARAKHAND,47,CHAMOLI,IGNWPS,1061,0,1061,0,275,50,731,5,536,533
2025-2026,5,UTTARAKHAND,48,CHAMPAWAT,IGNOAPS,7887,4422,3465,0,1564,10,6160,153,3638,2343
2025-2026,5,UTTARAKHAND,48,CHAMPAWAT,IGNWPS,1271,0,1271,0,329,0,926,16,537,427
2025-2026,5,UTTARAKHAND,49,DEHRADUN,IGNOAPS,27037,13700,13337,0,1815,7370,16810,1042,13635,5847
2025-2026,5,UTTARAKHAND,49,DEHRADUN,IGNWPS,546,0,546,0,116,32,319,79,231,237
2025-2026,5,UTTARAKHAND,50,HARIDWAR,IGNOAPS,29260,14446,14814,0,8821,764,12944,6731,9514,4628
2025-2026,5,UTTARAKHAND,50,HARIDWAR,IGNWPS,2613,0,2613,0,656,1,1276,680,1045,800
2025-2026,5,UTTARAKHAND,51,NAINITAL,IGNOAPS,13904,8078,5826,0,4054,76,9700,74,7740,8603
2025-2026,5,UTTARAKHAND,51,NAINITAL,IGNWPS,1873,0,1873,0,297,0,1573,3,1018,936
2025-2026,5,UTTARAKHAND,52,PAURI GARHWAL,IGNOAPS,15771,8305,7466,0,3495,39,12191,46,6557,1958
2025-2026,5,UTTARAKHAND,52,PAURI GARHWAL,IGNWPS,559,0,559,0,89,0,466,4,168,58
2025-2026,5,UTTARAKHAND,53,PITHORAGARH,IGNOAPS,8365,5030,3335,0,2862,79,5269,155,3712,1513
2025-2026,5,UTTARAKHAND,53,PITHORAGARH,IGNWPS,1092,0,1092,0,328,22,712,30,388,86
2025-2026,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNOAPS,7078,3604,3474,0,1536,0,5527,15,2871,2310
2025-2026,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNWPS,1127,0,1127,0,285,0,840,2,453,497
2025-2026,5,UTTARAKHAND,55,TEHRI GARWAL,IGNOAPS,21166,9170,11996,0,3439,4,17667,56,5653,2897
2025-2026,5,UTTARAKHAND,55,TEHRI GARWAL,IGNWPS,6304,0,6304,0,692,5,5602,5,2014,539
2025-2026,5,UTTARAKHAND,56,UDAM SINGH NAGAR,IGNOAPS,21226,11527,9699,0,3112,2717,11101,4296,8813,15218
2025-2026,5,UTTARAKHAND,56,UDAM SINGH NAGAR,IGNWPS,4134,0,4134,0,717,651,1581,1185,1703,3247
2025-2026,5,UTTARAKHAND,57,UTTAR KASHI,IGNOAPS,8891,4161,4730,0,1900,46,6627,318,2623,6077
2025-2026,5,UTTARAKHAND,57,UTTAR KASHI,IGNWPS,1583,0,1583,0,465,0,1113,5,485,1052
2025-2026,6,HARYANA,58,AMBALA,IGNDPS,1481,1003,478,0,418,0,641,422,1222,690
2025-2026,6,HARYANA,58,AMBALA,IGNOAPS,13899,8220,5679,0,4560,0,5502,3837,11778,8086
2025-2026,6,HARYANA,58,AMBALA,IGNWPS,5246,0,5246,0,1451,0,2695,1100,4285,2397
2025-2026,6,HARYANA,59,BHIWANI,IGNDPS,1155,811,344,0,399,0,472,284,790,538
2025-2026,6,HARYANA,59,BHIWANI,IGNOAPS,13492,6718,6772,2,4223,0,6434,2835,9810,7450
2025-2026,6,HARYANA,59,BHIWANI,IGNWPS,6068,0,6068,0,1982,0,2904,1182,3968,2193
2025-2026,6,HARYANA,60,FARIDABAD,IGNDPS,823,559,264,0,111,0,458,254,671,393
2025-2026,6,HARYANA,60,FARIDABAD,IGNOAPS,10808,5721,5087,0,1020,0,6805,2983,9523,7220
2025-2026,6,HARYANA,60,FARIDABAD,IGNWPS,4749,0,4749,0,590,0,3469,690,3943,2484
2025-2026,6,HARYANA,604,MEWAT,IGNDPS,1950,1282,668,0,125,0,738,1087,1324,531
2025-2026,6,HARYANA,604,MEWAT,IGNOAPS,14016,6941,7075,0,1108,0,6387,6521,10207,6278
2025-2026,6,HARYANA,604,MEWAT,IGNWPS,5423,0,5423,0,581,0,2119,2723,3773,1032
2025-2026,6,HARYANA,61,FATEHABAD,IGNDPS,2601,1863,738,0,572,0,1672,357,1636,558
2025-2026,6,HARYANA,61,FATEHABAD,IGNOAPS,16093,8673,7419,1,4448,0,9370,2275,11502,7053
2025-2026,6,HARYANA,61,FATEHABAD,IGNWPS,6831,0,6831,0,1786,0,4153,892,4371,1793
2025-2026,6,HARYANA,619,PALWAL,IGNDPS,950,665,285,0,221,0,376,353,744,542
2025-2026,6,HARYANA,619,PALWAL,IGNOAPS,10647,5958,4689,0,2130,0,5205,3312,8452,6972
2025-2026,6,HARYANA,619,PALWAL,IGNWPS,3242,0,3242,0,702,0,1860,680,2199,1414
2025-2026,6,HARYANA,62,GURUGRAM,IGNDPS,1306,907,399,0,238,0,735,333,810,281
2025-2026,6,HARYANA,62,GURUGRAM,IGNOAPS,13230,5586,7644,0,2286,0,7619,3325,7995,3336
2025-2026,6,HARYANA,62,GURUGRAM,IGNWPS,6812,0,6812,0,1533,0,3607,1672,3916,1149
2025-2026,6,HARYANA,63,HISAR,IGNDPS,2415,1765,650,0,721,0,1172,522,1758,825
2025-2026,6,HARYANA,63,HISAR,IGNOAPS,19796,10416,9379,1,5685,0,10429,3682,15605,11759
2025-2026,6,HARYANA,63,HISAR,IGNWPS,10951,0,10951,0,3225,0,5889,1837,7436,3051
2025-2026,6,HARYANA,64,JHAJJAR,IGNDPS,1320,997,323,0,136,0,1010,174,941,436
2025-2026,6,HARYANA,64,JHAJJAR,IGNOAPS,10476,5282,5194,0,1405,0,7751,1320,7613,4909
2025-2026,6,HARYANA,64,JHAJJAR,IGNWPS,4549,0,4549,0,504,0,3684,361,3213,1513
2025-2026,6,HARYANA,65,JIND,IGNDPS,2148,1487,661,0,510,0,1101,537,1754,1200
2025-2026,6,HARYANA,65,JIND,IGNOAPS,15356,9229,6127,0,4264,0,7695,3397,12116,8885
2025-2026,6,HARYANA,65,JIND,IGNWPS,6924,0,6924,0,1929,0,3698,1297,4867,2549
2025-2026,6,HARYANA,66,KAITHAL,IGNDPS,2155,1542,613,0,683,0,853,619,1440,709
2025-2026,6,HARYANA,66,KAITHAL,IGNOAPS,17689,9520,8168,1,5596,0,7216,4877,13452,10258
2025-2026,6,HARYANA,66,KAITHAL,IGNWPS,9200,0,9200,0,2748,0,4319,2133,5760,2569
2025-2026,6,HARYANA,67,KARNAL,IGNDPS,3764,3126,638,0,463,0,2730,571,2484,1272
2025-2026,6,HARYANA,67,KARNAL,IGNOAPS,17770,10311,7459,0,3621,0,10488,3661,13850,10559
2025-2026,6,HARYANA,67,KARNAL,IGNWPS,9927,0,9927,0,1117,0,7686,1124,6461,3455
2025-2026,6,HARYANA,68,KURUKSHETRA,IGNDPS,1809,1296,513,0,525,0,592,692,1473,959
2025-2026,6,HARYANA,68,KURUKSHETRA,IGNOAPS,11314,6099,5215,0,2998,0,4153,4163,9873,8262
2025-2026,6,HARYANA,68,KURUKSHETRA,IGNWPS,4388,0,4388,0,1090,0,2072,1226,3382,1963
2025-2026,6,HARYANA,69,MAHINDERGARH,IGNDPS,1630,1147,483,0,254,0,781,595,1225,871
2025-2026,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14561,7199,7362,0,2443,0,6492,5626,10474,7941
2025-2026,6,HARYANA,69,MAHINDERGARH,IGNWPS,4241,0,4241,0,587,0,2979,675,2625,1439
2025-2026,6,HARYANA,70,PANCHKULA,IGNDPS,441,314,127,0,89,0,189,163,367,280
2025-2026,6,HARYANA,70,PANCHKULA,IGNOAPS,3155,2100,1055,0,663,0,1400,1092,2431,1731
2025-2026,6,HARYANA,70,PANCHKULA,IGNWPS,1552,0,1552,0,373,0,840,339,1065,594
2025-2026,6,HARYANA,701,CHARKI DADRI,IGNDPS,348,245,103,0,83,0,157,108,273,208
2025-2026,6,HARYANA,701,CHARKI DADRI,IGNOAPS,5447,2637,2809,1,1491,0,2810,1146,4297,3611
2025-2026,6,HARYANA,701,CHARKI DADRI,IGNWPS,1761,0,1761,0,478,0,929,354,1293,671
2025-2026,6,HARYANA,71,PANIPAT,IGNDPS,1458,1069,389,0,255,0,755,448,1050,550
2025-2026,6,HARYANA,71,PANIPAT,IGNOAPS,11854,6671,5182,1,2132,0,6245,3477,8693,5737
2025-2026,6,HARYANA,71,PANIPAT,IGNWPS,6586,0,6586,0,1019,0,4245,1322,4704,2293
2025-2026,6,HARYANA,72,REWARI,IGNDPS,963,653,310,0,233,0,396,334,713,413
2025-2026,6,HARYANA,72,REWARI,IGNOAPS,9211,4620,4591,0,2065,0,3572,3574,7022,4577
2025-2026,6,HARYANA,72,REWARI,IGNWPS,4416,0,4416,0,1037,0,2391,988,3009,1359
2025-2026,6,HARYANA,73,ROHTAK,IGNDPS,1316,885,431,0,332,0,740,244,1066,466
2025-2026,6,HARYANA,73,ROHTAK,IGNOAPS,9508,5176,4332,0,2569,0,5319,1620,7658,4980
2025-2026,6,HARYANA,73,ROHTAK,IGNWPS,6267,0,6267,0,1676,0,3542,1049,4885,1818
2025-2026,6,HARYANA,74,SIRSA,IGNDPS,1928,1313,615,0,743,0,618,567,1477,686
2025-2026,6,HARYANA,74,SIRSA,IGNOAPS,18244,10020,8224,0,6699,0,7935,3610,14755,9371
2025-2026,6,HARYANA,74,SIRSA,IGNWPS,5885,0,5885,0,2311,0,2362,1212,4222,1894
2025-2026,6,HARYANA,75,SONIPAT,IGNDPS,3302,2249,1053,0,359,0,2411,532,2064,501
2025-2026,6,HARYANA,75,SONIPAT,IGNOAPS,22634,13513,9121,0,3010,0,16047,3577,15041,7125
2025-2026,6,HARYANA,75,SONIPAT,IGNWPS,9355,0,9355,0,1376,0,6556,1423,6086,2060
2025-2026,6,HARYANA,76,YAMUNANAGAR,IGNDPS,3185,2438,747,0,498,0,2069,618,2083,860
2025-2026,6,HARYANA,76,YAMUNANAGAR,IGNOAPS,17294,10343,6951,0,3525,0,9129,4640,13022,8703
2025-2026,6,HARYANA,76,YAMUNANAGAR,IGNWPS,8814,0,8814,0,1360,0,5707,1747,5752,2506
2025-2026,7,DELHI,671,NORTH WEST- II,IGNDPS,642,399,243,0,0,0,636,6,641,628
2025-2026,7,DELHI,671,NORTH WEST- II,IGNOAPS,11361,4497,6864,0,0,0,11361,0,11328,971
2025-2026,7,DELHI,671,NORTH WEST- II,IGNWPS,2566,0,2566,0,32,1,2516,17,2491,2085
2025-2026,7,DELHI,77,CENTRAL,IGNDPS,196,134,62,0,0,0,195,1,196,189
2025-2026,7,DELHI,77,CENTRAL,IGNOAPS,6973,2622,4351,0,0,0,6973,0,6960,441
2025-2026,7,DELHI,77,CENTRAL,IGNWPS,3314,0,3314,0,112,0,3194,8,3261,3195
2025-2026,7,DELHI,78,EAST,IGNDPS,323,216,107,0,0,0,321,2,323,316
2025-2026,7,DELHI,78,EAST,IGNOAPS,9819,4030,5789,0,0,0,9819,0,9802,3856
2025-2026,7,DELHI,78,EAST,IGNWPS,4716,0,4716,0,50,3,4646,17,4708,4647
2025-2026,7,DELHI,79,NEW DELHI,IGNDPS,115,81,34,0,0,0,111,4,114,115
2025-2026,7,DELHI,79,NEW DELHI,IGNOAPS,1644,618,1026,0,1,0,1643,0,1641,463
2025-2026,7,DELHI,79,NEW DELHI,IGNWPS,791,0,791,0,6,1,779,5,790,763
2025-2026,7,DELHI,80,NORTH,IGNDPS,236,139,97,0,0,0,236,0,235,231
2025-2026,7,DELHI,80,NORTH,IGNOAPS,6736,2788,3948,0,0,0,6736,0,6728,1169
2025-2026,7,DELHI,80,NORTH,IGNWPS,2264,0,2264,0,35,0,2224,5,2233,2120
2025-2026,7,DELHI,81,NORTH EAST,IGNDPS,695,427,268,0,0,0,688,7,695,673
2025-2026,7,DELHI,81,NORTH EAST,IGNOAPS,15024,6144,8880,0,0,0,15024,0,14986,2221
2025-2026,7,DELHI,81,NORTH EAST,IGNWPS,3955,0,3955,0,88,1,3826,38,3919,2826
2025-2026,7,DELHI,82,NORTH WEST- I,IGNDPS,597,389,208,0,0,0,592,5,595,591
2025-2026,7,DELHI,82,NORTH WEST- I,IGNOAPS,15467,6474,8993,0,0,0,15467,0,15429,2553
2025-2026,7,DELHI,82,NORTH WEST- I,IGNWPS,3840,0,3840,0,75,0,3735,29,3822,3736
2025-2026,7,DELHI,83,SOUTH,IGNDPS,681,469,212,0,0,0,676,5,680,632
2025-2026,7,DELHI,83,SOUTH,IGNOAPS,10279,4493,5786,0,1,0,10278,0,10240,2319
2025-2026,7,DELHI,83,SOUTH,IGNWPS,3284,0,3284,0,50,4,3209,21,3266,2854
2025-2026,7,DELHI,84,SOUTH WEST ,IGNDPS,454,288,166,0,0,0,451,3,452,439
2025-2026,7,DELHI,84,SOUTH WEST ,IGNOAPS,14603,5520,9083,0,0,0,14603,0,14560,1629
2025-2026,7,DELHI,84,SOUTH WEST ,IGNWPS,2638,0,2638,0,29,0,2589,18,2551,1858
2025-2026,7,DELHI,85,WEST,IGNDPS,546,376,170,0,0,0,545,1,546,533
2025-2026,7,DELHI,85,WEST,IGNOAPS,12170,4881,7289,0,0,0,12170,0,12151,2832
2025-2026,7,DELHI,85,WEST,IGNWPS,4404,0,4404,0,274,1,4113,15,4400,4292
2025-2026,8,RAJASTHAN,100,GANGANAGAR,IGNDPS,1778,1117,661,0,877,11,197,693,1612,1618
2025-2026,8,RAJASTHAN,100,GANGANAGAR,IGNOAPS,21241,11503,9738,0,10780,223,3786,6452,20100,20655
2025-2026,8,RAJASTHAN,100,GANGANAGAR,IGNWPS,9153,0,9153,0,4338,66,2003,2746,8402,8723
2025-2026,8,RAJASTHAN,101,HANUMANGARH,IGNDPS,629,404,225,0,257,3,86,283,580,607
2025-2026,8,RAJASTHAN,101,HANUMANGARH,IGNOAPS,15090,8339,6751,0,6358,130,2000,6602,14209,14886
2025-2026,8,RAJASTHAN,101,HANUMANGARH,IGNWPS,7433,0,7433,0,2924,57,1811,2641,6845,7291
2025-2026,8,RAJASTHAN,102,JAIPUR,IGNDPS,695,456,239,0,143,62,195,295,652,681
2025-2026,8,RAJASTHAN,102,JAIPUR,IGNOAPS,25109,13492,11617,0,5966,2274,4313,12556,24229,24965
2025-2026,8,RAJASTHAN,102,JAIPUR,IGNWPS,11046,0,11046,0,3099,1463,2763,3721,10570,10968
2025-2026,8,RAJASTHAN,103,JAISALMER,IGNDPS,449,299,150,0,81,30,182,156,348,348
2025-2026,8,RAJASTHAN,103,JAISALMER,IGNOAPS,8700,4921,3779,0,1456,591,2320,4333,7897,8009
2025-2026,8,RAJASTHAN,103,JAISALMER,IGNWPS,2436,0,2436,0,423,182,822,1009,2109,2190
2025-2026,8,RAJASTHAN,104,JALORE,IGNDPS,987,664,323,0,318,133,128,408,935,963
2025-2026,8,RAJASTHAN,104,JALORE,IGNOAPS,26859,14492,12367,0,7115,3667,3178,12899,25847,26663
2025-2026,8,RAJASTHAN,104,JALORE,IGNWPS,8882,0,8882,0,2573,1195,1404,3710,8441,8816
2025-2026,8,RAJASTHAN,105,JHALAWAR,IGNDPS,814,505,309,0,137,100,89,488,782,794
2025-2026,8,RAJASTHAN,105,JHALAWAR,IGNOAPS,19829,10954,8875,0,4979,2762,1861,10227,19149,19374
2025-2026,8,RAJASTHAN,105,JHALAWAR,IGNWPS,5833,0,5833,0,1560,789,758,2726,5563,5679
2025-2026,8,RAJASTHAN,106,JHUNJHUNU,IGNDPS,736,520,216,0,190,16,187,343,613,680
2025-2026,8,RAJASTHAN,106,JHUNJHUNU,IGNOAPS,8183,4202,3981,0,2491,174,1364,4154,7335,7856
2025-2026,8,RAJASTHAN,106,JHUNJHUNU,IGNWPS,4842,0,4842,0,1460,131,1048,2203,4188,4582
2025-2026,8,RAJASTHAN,107,JODHPUR,IGNDPS,954,602,352,0,236,34,328,356,782,852
2025-2026,8,RAJASTHAN,107,JODHPUR,IGNOAPS,28441,14348,14093,0,6239,1597,6625,13980,24872,26414
2025-2026,8,RAJASTHAN,107,JODHPUR,IGNWPS,11002,0,11002,0,3210,851,2900,4041,9407,10372
